date,title,overall_rating,employee_details,pros,cons,ratings_breakup,outlook
1-Oct-18,"""Startup Culture - It's always Day 1""",5,Current Employee - Business Operations Manager,"Ability to have global impact
2-way doors
Business agility and speed
Company really lives by Leadership Principles",Culture is not for everyone. You need to be hungry and thrive in a high ambiguous work environment.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
1-Oct-18,"""Innovation and hardwork equal Amazon""",5,Current Employee - Anonymous Employee,A huge canvas for your career at every level. The limits to your opportunities are your own ambition. Well known company with the resources to back it's strategies. Socially conscious and environmentally responsible.,You will work hard and be held accountable.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
1-Oct-18,"""Operations Manager""",5,Current Employee - Operations Manager,"Rewarding, Interesting, Challenging, Impactful, Fast Paced","The days & hours go by very quickly, yet the work never ends 24/7","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
30-Sep-18,"""Not a bad place to work""",4,Current Employee - Anonymous Employee,It's a great place to work.,"Political, lots of middle managers are beyond incompetent.","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
30-Sep-18,"""Manager, Software Development""",4,Current Employee - Software Development Manager,"Good technical problems to solve.
Stock Price has grown well so equity grants are doing very well.","Promotion processes can be harsh on Employee's with random decisions at times.
Technical bar of employees across the company is on the downward trend.
Not the best compensation & perks. Companies like Google, Facebook and M$ provide much better compensation & employee benefits.","[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
1-Oct-18,"""Good job""",4,Current Employee - Anonymous Employee,Fun environment and friendly people,Some people are extremely lazy,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
1-Oct-18,"""Reserves""",4,Current Employee - Anonymous Employee,Work hours at your convenience,All team leaders are not leaders some more managerial,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
1-Oct-18,"""EHS Specialist""",4,Current Employee - Anonymous Employee,"Benefits, Opportunities for advancement, stock","Workload, bias managers, favoritism, pay, schedule","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
1-Oct-18,"""Amazons way of life""",4,Current Employee - Outbound Problem Solver,There are great benefits working for Amazon.,It’s hard work. Many people start thinking it’s going to be an easy job and quickly realize it’s not. Which is the reason for such a high turn over rate. The pay off is worth the hard work.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
1-Oct-18,"""Get used to it or get out""",4,Former Employee - Anonymous Employee,"decent pay with good benefits
good management","standing up for 10+ hours a day
long commute with traffic almost every day
each department has its own job, there are about 20% easy ones and the other 80% are the ones people quit from","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
30-Sep-18,"""hhh""",5,Current Employee - Sds,"Great place to work
Excellent culture",Nothing to mention for now,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
30-Sep-18,"""The greatest place in the universe to work.""",5,Current Employee - Reliability Maintenance Technician III,"Growth, expansion, upward mobility, incredible opportunities, work anywhere in the world, and the most money I have ever made as an industrial maintenance technician.",I work one weekend day per week.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
30-Sep-18,"""Great Company""",5,Former Employee - Anonymous Employee,"Easy job, part time 4-5 hrs at Sort Center",Nothing bad to say about company. My time there was great,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
30-Sep-18,"""Sure""",4,Current Employee - Retail Experience Consultant,I enjoy working here it's fun.,It's ok but I feel like I can't advance,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
30-Sep-18,"""Great place to learn""",4,Current Employee - SDEII,Great place to learn for new graduates.,The company is too large to keep a standard culture and bar. The bars and cultures are different from team to team.,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
28-Sep-18,"""Good company""",5,Current Employee - Anonymous Employee,Best company to work for,Not found any so far,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Sep-18,"""Amazon is a lot of fun with great benefits and alot of opportunity. Everyone is usually happy and helpful.""",5,Current Employee - Stower,The benefits are great and great family /work balance,The building is huge and sometimes tough to walk so much through the day.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
29-Sep-18,"""Amazon SDE Intern""",5,Former Employee - Anonymous Employee,Great work environment and coworkers!,I wish I could've been there longer!,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
22-Sep-18,"""Amazon Fulfillment Center""",5,Current Employee - Human Resources Assistant,"Great Company Benefits
Competitive Pay
Associates Voice Matters
Ample Opportunity for Career Growth
Stocks on Day 1",None that I can think of at the most possibly long hours.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
28-Sep-18,"""Ambassador""",4,Current Employee - Logistic Ambassador Associate,"RTS Shift 5-10 PM is the most chill shift I have ever worked. So much better than the night time shift. Don't work night time if you can!

I love my bosses and my co workers. They are easy going!","Same thing almost everyday
Lots of walking!!! Good shoes are required!","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Sep-18,"""Overall good""",4,Current Employee - Software Development Engineer,Lots of opportunity. Easy to transfer between teams.,PrimeDay and Black Friday will be tough if you work for retail,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
28-Sep-18,"""Good job""",5,Current Employee - Anonymous Employee,"Pretty easy job, self explanatory.",Can get really hot upstairs,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
28-Sep-18,"""Great""",5,Current Employee - Anonymous Employee,Schedule people time pay and hire.,Heavy too heavy hurt back heavy.,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
28-Sep-18,"""All in all, 90% great with a 10% chance of falling under poor leadership (stats not accurate to scale).""",5,Current Employee - Anonymous Employee,"As with most companies, it's the people you work with that make all the difference. With the exception of a few bad apples, working here is great! The culture at AWS is fantastic for moderate to over achievers, and opportunities to grow are moderately available. People are a pleasure to be around.",Felt some shifts in the criteria of the position and some poor leadership choices/leadership in general can make things difficult for those with a positive attitude. There are a few bad apples that have no business in leadership positions.,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
